,Team,Season,AVG(Score),AVG(fgm),AVG(fga),AVG(fgm3),AVG(fga3),AVG(ftm),AVG(fta),AVG(dr),AVG(ast),AVG(stl),AVG(blk),AVG(pf)
1007,1128,2006,66.92307692,22.53846154,49.61538462,7.538461538,20.57692308,14.30769231,21.11538462,21.53846154,12.53846154,5.807692308,1.5,18.19230769
1008,1129,2006,71.89285714,25.5,58,7.928571429,21.71428571,12.96428571,18.25,25.53571429,14.25,5.642857143,2.107142857,18.53571429
1009,1130,2006,74.53125,26.375,53.90625,6,16.09375,15.78125,23.5,22.15625,17.8125,5.9375,4.28125,16.5
1010,1131,2006,58.92857143,21.17857143,51.75,5.357142857,16.07142857,11.21428571,16.92857143,23.07142857,13.46428571,6.678571429,3,17.46428571
1011,1132,2006,64.71428571,21.75,50.42857143,7.071428571,18.85714286,14.14285714,19.64285714,19.53571429,13.39285714,6.25,1.5,24.07142857
1012,1133,2006,71.53333333,26.1,58.73333333,5.566666667,16.93333333,13.76666667,19.16666667,25.1,16.53333333,9.2,4.833333333,18.73333333
1013,1135,2006,59.74074074,20.18518519,48.77777778,4.925925926,17.51851852,14.44444444,21.88888889,22.37037037,12.51851852,7.037037037,2.962962963,17.18518519
1014,1137,2006,66.31034483,23,48.82758621,6.034482759,15.5862069,14.27586207,20.65517241,22.37931034,14.5862069,8.724137931,1.689655172,17.55172414
1015,1138,2006,71.64516129,23.61290323,54.16129032,6.548387097,17.80645161,17.87096774,23.74193548,21.03225806,12.4516129,7.870967742,2.225806452,19.64516129
1016,1139,2006,68.96774194,23.96774194,51.90322581,9.129032258,23.38709677,11.90322581,17.03225806,18.22580645,13.41935484,6.225806452,2.35483871,17.16129032
1017,1140,2006,76.92592593,27,58.74074074,7.074074074,18.03703704,15.85185185,21.88888889,23.88888889,15.81481481,6.888888889,3.555555556,20.2962963
1018,1141,2006,58.96296296,20.55555556,51.11111111,5.037037037,17.33333333,12.81481481,18.88888889,21.2962963,9.962962963,6.185185185,4.37037037,20.51851852
1019,1142,2006,64.74074074,22.40740741,54,7.777777778,21.85185185,12.14814815,17.44444444,22.62962963,11.22222222,5.259259259,2,18.66666667
1020,1143,2006,69.2,23.23333333,51.7,5.466666667,14.53333333,17.26666667,23.53333333,22.8,13.1,5.166666667,2.733333333,16.66666667
1021,1144,2006,82.82142857,28.82142857,65.60714286,9.857142857,28.10714286,15.32142857,23.96428571,23.46428571,17,7.428571429,2.607142857,21.28571429
1022,1145,2006,70.68965517,25.82758621,57,6.620689655,19.17241379,12.4137931,17.13793103,22.03448276,13.5862069,7.379310345,2.896551724,17.24137931
1023,1147,2006,65.84615385,23.5,54.03846154,6.346153846,17.42307692,12.5,17.57692308,21,14.88461538,6.576923077,2.538461538,19.42307692
1024,1148,2006,72.48275862,24.86206897,56,7.931034483,20.62068966,14.82758621,20.55172414,21.17241379,14.75862069,6.586206897,2.344827586,15.44827586
1025,1149,2006,67.32,23.2,56.56,6.76,20.4,14.16,20.96,21.56,11.96,7.16,2.72,20.12
1026,1150,2006,69.23333333,23.63333333,58.66666667,8.6,23.3,13.36666667,20.66666667,23.56666667,14.06666667,6.933333333,2.566666667,17.7
1027,1151,2006,69.32142857,23.67857143,54.25,5.75,17.96428571,16.21428571,24.85714286,25.14285714,12.5,7.035714286,2.321428571,16.71428571
1028,1152,2006,68.66666667,23.7,57.06666667,6.8,18.53333333,14.46666667,21,19.7,12.33333333,8.033333333,3.266666667,20.9
1029,1153,2006,74.06666667,26.63333333,62.6,5.933333333,18.5,14.86666667,19.76666667,24,13.06666667,7.166666667,5.666666667,17.2
1030,1154,2006,62.51851852,21.37037037,55.74074074,6.259259259,20.48148148,13.51851852,21.44444444,20.11111111,10.59259259,7.111111111,3.185185185,20.44444444
1031,1155,2006,73.79310345,26.51724138,61.34482759,7.24137931,23.13793103,13.51724138,22.06896552,21.96551724,13.96551724,10.96551724,4.379310345,19.5862069
1032,1156,2006,63.19230769,22.76923077,57.61538462,5.653846154,17.5,12,18.76923077,21.80769231,13,7.923076923,2.538461538,20.69230769
1033,1157,2006,69.23076923,24.38461538,53.61538462,7.346153846,20.92307692,13.11538462,17.42307692,21.30769231,14.26923077,6.961538462,2.115384615,18.11538462
1034,1158,2006,71.5,25.73076923,58.92307692,5.384615385,17.73076923,14.65384615,22.15384615,25.15384615,12.88461538,7.576923077,2.461538462,18.5
1035,1159,2006,57.78571429,20.39285714,50.46428571,6.142857143,18.64285714,10.85714286,15.89285714,21.67857143,10.5,5.821428571,2.714285714,18.89285714
1036,1160,2006,77.37931034,28,64.34482759,8.137931034,23.51724138,13.24137931,20.17241379,25.27586207,16.72413793,8.517241379,5.75862069,19.31034483
1037,1161,2006,72.5862069,25.27586207,52.31034483,5.75862069,15,16.27586207,22.24137931,23.55172414,15.03448276,6.896551724,6.448275862,20.37931034
1038,1162,2006,63.34615385,22.11538462,50.65384615,5.846153846,16.26923077,13.26923077,18.15384615,23.73076923,12.26923077,4.923076923,1.846153846,20.65384615
1039,1163,2006,81.33333333,29.06666667,62.1,5.3,14.8,17.9,25.5,28.66666667,15.93333333,6.633333333,9.333333333,15.4
1040,1164,2006,63.96666667,22.23333333,55.6,5.766666667,17.46666667,13.73333333,19.96666667,20.5,9.766666667,8,1.766666667,18.36666667
1041,1165,2006,62.37037037,21.55555556,51.18518519,7.148148148,19.44444444,12.11111111,16.92592593,22.66666667,12.51851852,6.888888889,2.555555556,18.22222222
1042,1166,2006,66.39285714,22.14285714,52.78571429,7.035714286,19.71428571,15.07142857,21.92857143,22.92857143,13.10714286,8.214285714,3.214285714,17.03571429
1043,1168,2006,78.42857143,28.75,61.96428571,7.714285714,20.03571429,13.21428571,19.96428571,24.71428571,14.96428571,6.964285714,2.107142857,18.85714286
1044,1169,2006,69.22222222,23.37037037,54.59259259,5.481481481,15.88888889,17,23.37037037,21.66666667,13.2962963,7.518518519,2.925925926,20.48148148
1045,1170,2006,75.32142857,26.39285714,61.82142857,7.25,21,15.28571429,21.5,19.53571429,11.92857143,9.357142857,3.607142857,22.75
1046,1171,2006,60.44444444,22.55555556,54.44444444,6.185185185,17.07407407,9.148148148,13.18518519,20.44444444,12.22222222,7,3.518518519,19.85185185
1047,1172,2006,75.59259259,26.74074074,59.48148148,8.62962963,23.85185185,13.48148148,17.55555556,26.25925926,17.66666667,4.481481481,1.555555556,18.33333333
1048,1173,2006,63.36666667,23.16666667,54.2,6.133333333,16.13333333,10.9,16.43333333,23.63333333,13.33333333,4.9,2.866666667,18.9
1049,1174,2006,66.1,22.96666667,55.96666667,7.133333333,20.7,13.03333333,20.1,23.36666667,12.96666667,7.633333333,3.566666667,21.23333333
1050,1175,2006,57.63636364,19.6969697,45.78787879,5.787878788,16.6969697,12.45454545,18.39393939,16.84848485,10.60606061,7.757575758,2.696969697,15.72727273
1051,1176,2006,66.4516129,23.32258065,52.5483871,5.709677419,15.80645161,14.09677419,18.80645161,25.77419355,13.29032258,4.870967742,4.161290323,15.32258065
1052,1177,2006,64.88888889,23.74074074,54.03703704,5.333333333,16.92592593,12.07407407,17.25925926,22.40740741,12.62962963,5.481481481,3.888888889,15.2962963
1053,1178,2006,63.26666667,23.66666667,53.63333333,4.633333333,13.03333333,11.3,16.16666667,21.3,11.63333333,4.666666667,3.266666667,18.76666667
1054,1179,2006,67.31034483,23.27586207,54.96551724,5.172413793,14.86206897,15.5862069,21.68965517,21.34482759,12.5862069,8.034482759,2.413793103,16.82758621
1055,1180,2006,62.25806452,21.93548387,56.29032258,5.64516129,16.96774194,12.74193548,19,24.32258065,11.80645161,6.709677419,5.290322581,18.03225806
1056,1181,2006,82.51515152,27.75757576,56.15151515,7.818181818,19.75757576,19.18181818,25.21212121,23.36363636,15.36363636,9.545454545,5.424242424,17.48484848
1057,1182,2006,66.14814815,24.07407407,56.88888889,6.148148148,17.85185185,11.85185185,16.22222222,21.74074074,14.66666667,4.518518519,3.407407407,19.03703704
1058,1183,2006,59.22222222,21.66666667,51.85185185,5.296296296,13.85185185,10.59259259,14.40740741,21.40740741,13.11111111,6.481481481,2.518518519,17.51851852
1059,1184,2006,69.55172414,24.75862069,53.5862069,7.620689655,20.89655172,12.4137931,17.96551724,19.4137931,13.51724138,7.137931034,2.206896552,13.96551724
1060,1185,2006,65.53571429,22.25,49.78571429,6.392857143,17.85714286,14.64285714,20.5,21.28571429,12.89285714,6,1.857142857,19.60714286
1061,1186,2006,73.5862069,26.37931034,54.48275862,5.482758621,15.06896552,15.34482759,22.4137931,21.55172414,15.65517241,6.482758621,4.275862069,19
1062,1187,2006,60.76923077,20.15384615,52.53846154,6,20.30769231,14.46153846,22.03846154,22.26923077,12.92307692,6.846153846,1.538461538,19.23076923
1063,1189,2006,65.03846154,22.57692308,52.19230769,6.115384615,19,13.76923077,20,23.69230769,13.26923077,7.038461538,2.615384615,18.65384615
1064,1190,2006,81.57142857,30.78571429,65.25,5.821428571,17.71428571,14.17857143,22,24.21428571,12.17857143,10.28571429,2.714285714,17.46428571
1065,1191,2006,65.34482759,22.06896552,52.31034483,6.482758621,20.10344828,14.72413793,20.34482759,24.51724138,13.03448276,4.655172414,2.655172414,19.93103448
1066,1192,2006,73.46666667,27.1,59.5,6.4,18.2,12.86666667,19.9,24.96666667,15.8,7.433333333,6.266666667,16.76666667
1067,1193,2006,72.07142857,25.17857143,59.21428571,8.285714286,21.92857143,13.42857143,17.96428571,20.82142857,12.89285714,6.857142857,2.392857143,19.78571429
1068,1194,2006,73.39285714,26.64285714,56.14285714,7.714285714,19.32142857,12.39285714,18.07142857,20.96428571,15.75,8.071428571,1.964285714,18.32142857
1069,1196,2006,79.27272727,27.63636364,54.39393939,7.393939394,18.75757576,16.60606061,22.60606061,24.63636364,17.03030303,8.03030303,4.939393939,16.12121212
1070,1197,2006,66.6,23.03333333,52.83333333,4.466666667,14.53333333,16.06666667,22.9,22.96666667,10.26666667,8.3,1.633333333,17.2
1071,1198,2006,61.2962963,21.40740741,52.55555556,5.888888889,17.48148148,12.59259259,20.85185185,24.03703704,11.85185185,6.074074074,3.333333333,23.2962963
1072,1199,2006,77.39285714,26.89285714,55.85714286,6.321428571,16.64285714,17.28571429,24.42857143,22.28571429,13.67857143,9.035714286,2.5,19.17857143
1073,1200,2006,67.75,23.3125,54.5625,7.46875,20.25,13.65625,19.90625,21.84375,13.375,5.46875,3.8125,16.90625
1074,1201,2006,73.82142857,25.07142857,61.21428571,9.464285714,26.92857143,14.21428571,20,22.71428571,14.07142857,8.178571429,3.857142857,17.35714286
1075,1202,2006,69.24,24.08,53.64,8.16,22.36,12.92,17.64,22.4,14.64,6.64,2.64,16.84
1076,1203,2006,78.96428571,28.32142857,60,5.964285714,16.82142857,16.35714286,25.5,24.35714286,17.32142857,9.428571429,4.678571429,17.89285714
1077,1204,2006,76.40740741,28.03703704,61.51851852,6.62962963,16.88888889,13.7037037,19.44444444,23.55555556,15.14814815,8.333333333,3.925925926,20.37037037
1078,1205,2006,69.03448276,25.06896552,55.31034483,7.172413793,20.06896552,11.72413793,15.4137931,23.24137931,14.5862069,6.310344828,3.448275862,17.44827586
1079,1206,2006,69.4,25.73333333,53.2,5.933333333,16.86666667,12,17.96666667,24.8,15.16666667,7.3,3.533333333,15.4
1080,1207,2006,66.66666667,23.96666667,50.8,6.9,19.13333333,11.83333333,16.8,21.9,15.53333333,6.033333333,3.533333333,14.93333333
1081,1208,2006,70.33333333,25.76666667,59.76666667,6.966666667,20.46666667,11.83333333,18.16666667,21.7,12.56666667,9.066666667,4.466666667,19.53333333
1082,1209,2006,65.10344828,22.96551724,55.48275862,6.517241379,18.68965517,12.65517241,19.20689655,20.96551724,12.10344828,6.517241379,3.655172414,18.75862069
1083,1210,2006,71.85714286,26.39285714,57.42857143,5.5,14.25,13.57142857,20.35714286,23.85714286,14.67857143,8.714285714,4.142857143,21.75
1084,1211,2006,80.1,27.3,57.23333333,5.7,15.56666667,19.8,25.3,25,14.03333333,7.266666667,2.8,18.8
1085,1212,2006,66.52,24.52,60.08,4.96,16.32,12.52,18.8,24.24,9.8,6.76,1.6,22.16
1086,1214,2006,66.80645161,23.96774194,57.32258065,5.580645161,17.61290323,13.29032258,21.41935484,25.4516129,12.35483871,7.64516129,3.064516129,20.87096774
1087,1216,2006,67,24.44444444,56.11111111,5.925925926,17.88888889,12.18518519,19.40740741,23.07407407,12.25925926,7.111111111,2.62962963,18.88888889
1088,1217,2006,66.92592593,22.33333333,54.25925926,5.37037037,16.96296296,16.88888889,22.66666667,22.40740741,11.48148148,7.444444444,4.111111111,16.44444444
1089,1218,2006,67.60714286,25.17857143,54.71428571,5.214285714,15.78571429,12.03571429,18.96428571,23.28571429,14.82142857,6.285714286,5.928571429,16.14285714
1090,1219,2006,73.11111111,26.62962963,58.18518519,6.925925926,19.88888889,12.92592593,19.2962963,22.92592593,14.40740741,8,3.851851852,20.33333333
1091,1220,2006,73.46666667,26.43333333,57.26666667,6.533333333,18.06666667,14.06666667,21.6,23.46666667,13.46666667,7.3,4.3,17.33333333
1092,1221,2006,66.375,22.4375,52.90625,6.3125,17.25,15.1875,21.15625,23.75,14,9.0625,3.46875,19.40625
1093,1222,2006,70.64285714,24.32142857,60.60714286,8.892857143,26.67857143,13.10714286,20.17857143,21.21428571,13.85714286,11.78571429,3.785714286,20.07142857
1094,1224,2006,64.93103448,22.48275862,53.44827586,6.172413793,18.06896552,13.79310345,18.37931034,19.37931034,11.51724138,8.068965517,2.517241379,18.86206897
1095,1225,2006,59.82142857,21.89285714,54.57142857,5.678571429,17.53571429,10.35714286,15.64285714,19.60714286,9.5,5.678571429,1.321428571,18.21428571
1096,1226,2006,76.68,25.96,57.2,7.16,18.76,17.6,24.12,24.88,14.56,5.24,6.36,19.6
1097,1227,2006,68.56666667,24.9,56.2,4.066666667,13.03333333,14.7,21.36666667,22.76666667,12.96666667,6.633333333,2.6,15.83333333
1098,1228,2006,69.96774194,25.61290323,56.12903226,7.35483871,20.25806452,11.38709677,17.96774194,23.5483871,15.09677419,6.225806452,2.516129032,17.38709677
1099,1229,2006,55.55555556,20.48148148,50.51851852,6.111111111,18.96296296,8.481481481,13.77777778,22.44444444,12.62962963,6.703703704,4.555555556,17.77777778
1100,1231,2006,71.17241379,25.20689655,54.82758621,8.689655172,21.96551724,12.06896552,17.27586207,23.93103448,14.96551724,6.310344828,2.379310345,18.20689655
1101,1232,2006,63.57142857,22.71428571,54.25,5.892857143,16.82142857,12.25,17.57142857,21.35714286,13.64285714,6.75,2.607142857,16.57142857
1102,1233,2006,80.36666667,28.6,59.13333333,6.433333333,15.66666667,16.73333333,24.1,23.7,15.83333333,7.633333333,4.166666667,18.56666667
1103,1234,2006,66.39393939,23.12121212,53.63636364,5.606060606,16.72727273,14.54545455,20.60606061,26.84848485,14.90909091,6.696969697,4.909090909,15.12121212
1104,1235,2006,76.51724138,28.55172414,63.31034483,6.75862069,19.55172414,12.65517241,18.10344828,20.06896552,16.31034483,9.551724138,2.482758621,20.44827586
1105,1236,2006,62.73076923,22.46153846,54.88461538,7.307692308,20.26923077,10.5,14.65384615,21.03846154,11.03846154,6.692307692,1.846153846,17.03846154
1106,1237,2006,69.11111111,22.88888889,52.96296296,7.444444444,21.03703704,15.88888889,21.44444444,21,12.18518519,6.037037037,2.148148148,18.48148148
1107,1238,2006,71.58064516,25.35483871,60.93548387,5.483870968,16.41935484,15.38709677,21.80645161,22.93548387,11,9.193548387,4.35483871,21
1108,1239,2006,73.44444444,26.18518519,60.25925926,6.37037037,18.07407407,14.7037037,21.48148148,23.55555556,14.11111111,6.37037037,3.592592593,22.44444444
1109,1240,2006,75.82142857,26.57142857,57.60714286,7.642857143,19.85714286,15.03571429,21.64285714,20.64285714,13.42857143,7.892857143,3.321428571,19.28571429
1110,1241,2006,64.39285714,23.32142857,57.92857143,5.928571429,17.82142857,11.82142857,19.10714286,20.92857143,12.89285714,5.892857143,2.071428571,19.96428571
1111,1242,2006,74.35483871,27.29032258,57.87096774,6.161290323,16.32258065,13.61290323,20.4516129,26.16129032,17.93548387,9.677419355,5.774193548,18.03225806
1112,1243,2006,68.25,24.39285714,54.92857143,4.357142857,12.03571429,15.10714286,21.25,23.60714286,16.14285714,6.035714286,3.392857143,17.67857143
1113,1244,2006,70.26923077,24.15384615,58.42307692,7.538461538,24.26923077,14.42307692,20.38461538,18.03846154,13.42307692,9.346153846,2.384615385,18.15384615
1114,1245,2006,72.0625,24.5,55.1875,6.9375,19.59375,16.125,22.375,22.375,13.4375,7.71875,2.3125,20.09375
1115,1246,2006,70.45454545,25.90909091,57.48484848,7.636363636,21.48484848,11,16.75757576,23.21212121,14.18181818,5.96969697,3.090909091,16.90909091
1116,1247,2006,69.32142857,24.53571429,55.42857143,6.892857143,19.28571429,13.35714286,18.5,24.10714286,13.57142857,7.535714286,3.285714286,17.03571429
1117,1248,2006,65.46153846,22,53.19230769,7.846153846,23.26923077,13.61538462,18.42307692,20.46153846,12.76923077,7.653846154,2.692307692,18.26923077
1118,1249,2006,78.37037037,27.74074074,62.03703704,6.777777778,19.96296296,16.11111111,24.51851852,24.66666667,15.18518519,7.222222222,5,19.62962963
1119,1250,2006,61.31034483,20.89655172,50.62068966,6.172413793,17.48275862,13.34482759,19.55172414,24.20689655,12.24137931,6.379310345,2.75862069,17.62068966
1120,1251,2006,61.81481481,21.85185185,54.18518519,4.888888889,16,13.22222222,19.48148148,22.18518519,9.518518519,5.37037037,2.814814815,22.37037037
1121,1252,2006,72.77419355,25.48387097,57.16129032,7.193548387,20.83870968,14.61290323,19.87096774,24.29032258,13.61290323,7.677419355,2.838709677,17.83870968
1122,1253,2006,82.4137931,28.96551724,64.24137931,8.448275862,24.24137931,16.03448276,22.68965517,23.24137931,13.24137931,7.310344828,3.310344828,18.96551724
1123,1254,2006,68.55555556,23.44444444,57.11111111,8.518518519,23.25925926,13.14814815,19.48148148,21.88888889,12.51851852,6.407407407,2.296296296,20.03703704
1124,1255,2006,71.92857143,25.42857143,59.71428571,5.428571429,16.75,15.64285714,23.17857143,23.5,14.89285714,7.035714286,2.928571429,19.85714286
1125,1256,2006,65.70967742,24.70967742,58.77419355,4.483870968,15.80645161,11.80645161,18.5483871,23.83870968,14.29032258,7.709677419,4.064516129,18.4516129
1126,1257,2006,69.8,23.83333333,56.66666667,8.133333333,23.23333333,14,19.93333333,23.76666667,15.36666667,6.733333333,3.4,18.83333333
1127,1258,2006,72.6,25.76666667,61.36666667,4.766666667,14.46666667,16.3,23.8,23.93333333,15.6,7.633333333,3.233333333,19.46666667
1128,1259,2006,76.85714286,27.82142857,61.03571429,7.964285714,22.32142857,13.25,19.25,22.92857143,14.10714286,7.428571429,2.392857143,19.85714286
1129,1260,2006,71.25,25.17857143,55.85714286,5.892857143,16.75,15,20.03571429,22.53571429,12.21428571,6.178571429,4,18.60714286
1130,1261,2006,74.76666667,27.7,58.26666667,4.333333333,12.83333333,15.03333333,21.5,26.33333333,15.73333333,8.466666667,6.266666667,15.66666667
1131,1263,2006,63.30769231,21.69230769,53.03846154,7.538461538,21.26923077,12.38461538,17.19230769,23.88461538,11.30769231,5.730769231,4,17.38461538
1132,1264,2006,76.67857143,26.75,58.82142857,6.642857143,18.78571429,16.53571429,24.35714286,23.28571429,13.21428571,7.928571429,5.75,20.57142857
1133,1265,2006,76.89655172,27.24137931,55.62068966,8.75862069,22.75862069,13.65517241,20.03448276,24.68965517,15.72413793,5.034482759,2.655172414,17.62068966
1134,1266,2006,74.20689655,26.27586207,58.37931034,8.517241379,21.4137931,13.13793103,17.93103448,23.5862069,15.27586207,7.517241379,3.068965517,19.48275862
1135,1267,2006,65.89285714,22.85714286,56.39285714,6.464285714,21.25,13.71428571,20.32142857,22.71428571,13.42857143,7.785714286,2.607142857,18.53571429
1136,1268,2006,77.43333333,27.06666667,60.33333333,4.866666667,13.06666667,18.43333333,25.36666667,25.1,15.93333333,7.9,5.833333333,19.23333333
1137,1269,2006,64.85714286,23.10714286,52.71428571,5.392857143,17.67857143,13.25,20.60714286,24.32142857,13.35714286,5.785714286,7.214285714,18.78571429
1138,1270,2006,70.8,24.72,59.68,6.2,16.84,15.16,22.36,21.2,11.76,9.72,2.44,21.92
1139,1271,2006,64.89655172,23.4137931,58.5862069,5.689655172,17.79310345,12.37931034,21.13793103,22.27586207,11.72413793,6,3.103448276,18.27586207
1140,1272,2006,80.90909091,28.06060606,62.66666667,7.606060606,21.60606061,17.18181818,25.09090909,26.24242424,15.72727273,9.787878788,6.757575758,20.21212121
1141,1273,2006,73.5,26.96428571,60.89285714,6.142857143,18.67857143,13.42857143,19.60714286,24.17857143,11.89285714,6.071428571,2.857142857,17.57142857
1142,1274,2006,68.64516129,24.38709677,55.90322581,6.483870968,18.5483871,13.38709677,19.25806452,21.80645161,11.70967742,7,4.032258065,18.06451613
1143,1275,2006,63.21428571,22.78571429,49.42857143,5.892857143,17.46428571,11.75,16,23.42857143,12.39285714,5.464285714,2.75,18.21428571
1144,1276,2006,71.32142857,25.28571429,52.64285714,6.428571429,17.5,14.32142857,18.82142857,23.17857143,14.82142857,6.178571429,4.035714286,16.5
1145,1277,2006,73.9375,26.125,54.71875,5.84375,15.78125,15.84375,20.53125,24.78125,16.59375,6.28125,2.96875,18.09375
1146,1278,2006,65.89655172,23.72413793,54.4137931,4.724137931,14.62068966,13.72413793,20.65517241,22.68965517,14.24137931,8.413793103,3.517241379,16.72413793
1147,1279,2006,65.03333333,23.7,53.9,6,18.3,11.63333333,18.46666667,21.16666667,13.53333333,7.133333333,2.8,19.26666667
1148,1280,2006,68.1,24.93333333,56.06666667,5.566666667,17.73333333,12.66666667,20,25.53333333,11,6.2,4.533333333,17.63333333
1149,1281,2006,66.28571429,23.57142857,55.07142857,6.142857143,18.25,13,19.96428571,21.10714286,12.03571429,5.964285714,2.25,18.14285714
1150,1282,2006,70.37037037,24.2962963,57.40740741,7.851851852,21.22222222,13.92592593,19.22222222,20.62962963,11.55555556,7.037037037,2.777777778,19.25925926
1151,1283,2006,75.32142857,26.5,57.46428571,6.285714286,16.5,16.03571429,21.46428571,24.60714286,15,8.285714286,3.285714286,18.67857143
1152,1284,2006,64.84375,23.3125,52.59375,6.34375,18.78125,11.875,17.84375,23.8125,14.65625,7.65625,3.4375,16.9375
1153,1285,2006,78.14814815,27.81481481,56.85185185,7.444444444,19.44444444,15.07407407,21.14814815,24.07407407,17.7037037,7.296296296,2.925925926,18.81481481
1154,1286,2006,73,25.85185185,56.33333333,8.296296296,22.22222222,13,20,23.59259259,15.33333333,5.703703704,3.481481481,18.14814815
1155,1287,2006,59.84615385,21.84615385,52.38461538,4.615384615,14.61538462,11.53846154,16.57692308,20.69230769,12.42307692,6.807692308,3.153846154,19.07692308
1156,1288,2006,54.86666667,20.1,53.6,4.233333333,14.96666667,10.43333333,16.8,21,9.733333333,5.433333333,3.3,19.7
1157,1290,2006,60.74074074,22,52.18518519,5.481481481,15.25925926,11.25925926,18.62962963,20.44444444,11.07407407,5.37037037,1.962962963,19.25925926
1158,1291,2006,64.63333333,22.66666667,54.73333333,5.833333333,19.33333333,13.46666667,18.73333333,21.26666667,12.2,7.533333333,2.6,20.7
1159,1292,2006,69.81481481,23.85185185,54.85185185,6.592592593,19.25925926,15.51851852,21.85185185,22.48148148,12.81481481,6.481481481,2.148148148,19.77777778
1160,1293,2006,71.10344828,25.93103448,57.44827586,7.413793103,20.79310345,11.82758621,18.17241379,23.89655172,16,7.896551724,4.827586207,18.44827586
1161,1294,2006,64.55555556,23.44444444,53.62962963,5.62962963,15.85185185,12.03703704,18.2962963,20.92592593,15.40740741,5.111111111,2.296296296,21.11111111
1162,1295,2006,69.95833333,23.875,52.375,6.125,15.41666667,16.08333333,21.79166667,23.875,13.25,5.666666667,3.541666667,19.08333333
1163,1296,2006,70.51851852,24.81481481,51.85185185,6.666666667,17.44444444,14.22222222,20.03703704,21.88888889,15.81481481,5.481481481,3.703703704,17.77777778
1164,1298,2006,65.65384615,21.92307692,55.84615385,6.923076923,19.88461538,14.88461538,20.80769231,21.46153846,11.92307692,7.769230769,2.192307692,21.76923077
1165,1299,2006,61.72413793,21.65517241,55.51724138,5.793103448,20.68965517,12.62068966,21.27586207,21.17241379,11.31034483,6.827586207,2.724137931,19.24137931
1166,1301,2006,75.7,25,53.53333333,9.333333333,24.63333333,16.36666667,21.63333333,24.2,16,7.366666667,4.866666667,17.7
1167,1304,2006,66.84375,22.375,54.3125,6.625,19.0625,15.46875,23.0625,25.3125,13.34375,6.59375,3.84375,16.53125
1168,1305,2006,72.22580645,25.83870968,57.12903226,5.419354839,15.06451613,15.12903226,21,25.67741935,15.35483871,5.387096774,4.741935484,16.25806452
1169,1306,2006,59.31034483,19.62068966,46.96551724,7.75862069,22.27586207,12.31034483,15.68965517,20.89655172,12.10344828,4.448275862,1.965517241,17.06896552
1170,1307,2006,64.63333333,23,50.5,6.433333333,18.6,12.2,18.23333333,20.96666667,13.6,7.3,2.233333333,16.43333333
1171,1308,2006,69.75862069,24.17241379,53.55172414,5.689655172,16.20689655,15.72413793,22.44827586,23.10344828,11.13793103,6.75862069,2.275862069,17.82758621
1172,1309,2006,63.55555556,22.66666667,54.44444444,5.925925926,17.2962963,12.2962963,19,21.77777778,13.18518519,6.407407407,2.592592593,17.37037037
1173,1310,2006,73.72413793,24.34482759,58.68965517,7.689655172,23.65517241,17.34482759,23.24137931,23.79310345,13.86206897,5.862068966,2.310344828,17
1174,1311,2006,69.03846154,24.34615385,56.73076923,7.153846154,21.34615385,13.19230769,18.57692308,24.26923077,12.5,5.423076923,3.346153846,18.38461538
1175,1313,2006,61.87096774,22.83870968,54.41935484,3.806451613,13,12.38709677,20.16129032,23.90322581,9.483870968,7.387096774,2.774193548,20.67741935
1176,1314,2006,80.37931034,28.20689655,58.51724138,6.896551724,18.10344828,17.06896552,24.27586207,25.96551724,17.96551724,7.896551724,3.931034483,17.37931034
1177,1316,2006,68.73076923,24.57692308,55.57692308,5.346153846,15.69230769,14.23076923,19.76923077,21.69230769,13.07692308,5.923076923,2.461538462,18.26923077
1178,1317,2006,73.88,26.12,61.12,7.44,20.08,14.2,21.12,22.96,11.88,8.76,4.8,21.92
1179,1318,2006,74.17241379,26.55172414,59.72413793,7.517241379,22.75862069,13.55172414,18.48275862,25.20689655,15.93103448,6.206896552,8,15.55172414
1180,1319,2006,74.92857143,26.14285714,54.85714286,5.928571429,15.10714286,16.71428571,22.14285714,22.57142857,15.53571429,6.714285714,2.571428571,20.64285714
1181,1320,2006,65.43333333,22.9,50.43333333,6.7,19.26666667,12.93333333,17.96666667,24.7,13.6,5.233333333,3.433333333,14.23333333
1182,1321,2006,58.10714286,20.85714286,46.96428571,6.892857143,21.5,9.5,14.10714286,19.75,14.71428571,7.571428571,2.428571429,15.5
1183,1322,2006,75.75862069,26.62068966,57.34482759,6.586206897,18.13793103,15.93103448,23.68965517,22.5862069,16.65517241,8.827586207,3.275862069,20.89655172
1184,1323,2006,76,25.60714286,57.57142857,9.75,24.17857143,15.03571429,20.75,26.03571429,15.60714286,5.642857143,3.5,16.10714286
1185,1324,2006,72.22222222,24.85185185,56,6.333333333,18.92592593,16.18518519,23.74074074,22.14814815,11.81481481,7.37037037,2.111111111,17.11111111
1186,1325,2006,69.10344828,23.79310345,52.17241379,7.344827586,20.4137931,14.17241379,20.4137931,21.96551724,14.06896552,8.206896552,2.310344828,16.62068966
1187,1326,2006,74.7,26.26666667,55.96666667,8.4,22.66666667,13.76666667,19.13333333,23.93333333,15.7,7,2.7,15.4
1188,1328,2006,68.60714286,24.42857143,54.46428571,6.035714286,16.82142857,13.71428571,19.17857143,21.96428571,14.46428571,7.107142857,3.428571429,16.92857143
